Invoice_no_json,Client_name_json,Seller_name_json,Item_desc_json,Quantity_json,Total_price_json,Item_desc_clean_json,Matched_Item_desc,File Name,Invoice_no_ocr,Client_name_ocr,Seller_name_ocr,Item_desc_ocr,Quantity,Total_price,Item_desc_clean_ocr,Quantity_diff,Quantity_error_pct,Total_price_diff,Total_price_error_pct,Total_price_label
35593328,Alexander-Arias,Cruz-Carter,"Gaming PC Desktop Computer HDMI RGB Intel i7 RTX 2060, HDD+SSD, Windows 10, Wifi",1.0,1099.45,gaming pc desktop computer hdmi rgb intel i7 rtx 2060 hddssd windows 10 wifi,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,1060.45,96.45277184046569,1
35593328,Alexander-Arias,Cruz-Carter,Lenovo C20-00... all in one desktop computer...with Wireless Mouse.....,2.0,610.81,lenovo c2000 all in one desktop computerwith wireless mouse,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,1.0,50.0,588.81,96.39822530737872,1
32135544,Lucas-Barnett,Reed and Sons,Wine Bottle Storage 6 Slots\nModern Countertop Metal Rack\nKitchen Bar Organizer,4.0,134.6,wine bottle storage 6 slotsnmodern countertop metal racknkitchen bar organizer,95 stemware rack display kitchen,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,95 Stemware Rack Display Kitchen,1.0,46.55,95 stemware rack display kitchen,3.0,75.0,88.05,65.41604754829123,1
32135544,Lucas-Barnett,Reed and Sons,Anthropologie Gold Elegant\nSwan Decorative Metal Bottle\nStopper Wine Saver,4.0,87.91,anthropologie gold elegantnswan decorative metal bottlenstopper wine saver,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,0.0,0.0,-22.090000000000003,25.12797178933,1
32135544,Lucas-Barnett,Reed and Sons,"mDesign Metal Wine Rack\nStorage Organizer, 12 Bottles -\nDark Gray",4.0,197.96,mdesign metal wine racknstorage organizer 12 bottles ndark gray,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,158.96,80.29905031319458,1
32135544,Lucas-Barnett,Reed and Sons,Tiffany and Co Pair 2 Stemless\nWine Champagne Glasses\nOriginal Stickers NO BOX,2.0,164.98,tiffany and co pair 2 stemlessnwine champagne glassesnoriginal stickers no box,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-2.0,100.0,54.97999999999999,33.32525154564189,1
32135544,Lucas-Barnett,Reed and Sons,Outdoor Wine Glass Beer Holder\nTo Armrest With Attachments\nRed Wine Base_yoxq,3.0,37.75,outdoor wine glass beer holdernto armrest with attachmentsnred wine baseyoxq,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,2.0,66.66666666666666,22.35,59.205298013245034,1
32135544,Lucas-Barnett,Reed and Sons,Hardwood Wine Rack 12 Bottles\nVery Nice Eonophiles Delight,3.0,66.0,hardwood wine rack 12 bottlesnvery nice eonophiles delight,95 stemware rack display kitchen,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,95 Stemware Rack Display Kitchen,1.0,46.55,95 stemware rack display kitchen,2.0,66.66666666666666,19.450000000000003,29.469696969696972,1
67117171,Phillips-Moreno,"Gilmore, Brady and Carter",The Complete Idiots Guide to Trouble-Free Home Re,4.0,19.76,the complete idiots guide to troublefree home re,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,4.360000000000001,22.06477732793523,1
67117171,Phillips-Moreno,"Gilmore, Brady and Carter",Aesop's Fables Aesop Illustrated By A. Rackham Sealed Leather Bound Collectible,4.0,152.46,aesops fables aesop illustrated by a rackham sealed leather bound collectible,95 stemware rack display kitchen,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,95 Stemware Rack Display Kitchen,1.0,46.55,95 stemware rack display kitchen,3.0,75.0,105.91000000000001,69.46740128558311,1
86164702,"Hernandez, Wright and Pena","Peterson, Hester and Mckee",Dell Optiplex All in One\nWindows 10 Desktop Computer\n780 3.0GHz 4GB 250GB 19 LCD,5.0,714.95,dell optiplex all in onenwindows 10 desktop computern780 30ghz 4gb 250gb 19 lcd,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,4.0,80.0,692.95,96.92286173858312,1
46920651,"Clark, Brown and Jones",Powell Ltd,NEW 6 Pcs Rabbit Wine Opener Set With Accessories Tools Gift Box #A16,4.0,79.8,new 6 pcs rabbit wine opener set with accessories tools gift box a16,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,3.0,75.0,57.8,72.4310776942356,1
46920651,"Clark, Brown and Jones",Powell Ltd,Alcoholmeter Alcohol Meter Wine 0-100%+Thermometer Set Bar Tools Vintage Tester,3.0,42.24,alcoholmeter alcohol meter wine 0100thermometer set bar tools vintage tester,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,3.240000000000002,7.670454545454549,1
46920651,"Clark, Brown and Jones",Powell Ltd,Vintage Metal Art Sculpture Carving Chef Wine Bottle Holder and Display Tin Chef,4.0,103.92,vintage metal art sculpture carving chef wine bottle holder and display tin chef,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,64.92,62.47113163972286,1
46920651,"Clark, Brown and Jones",Powell Ltd,"Grand Reserve Wine Bottle Opener, Bar Stand, Table Top Cork Puller",2.0,79.98,grand reserve wine bottle opener bar stand table top cork puller,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,1.0,50.0,64.58,80.74518629657413,1
46920651,"Clark, Brown and Jones",Powell Ltd,Wine Opener Accessories Gift Tools Set with Waiters Corkscrew Opener 5 Piece^,1.0,11.71,wine opener accessories gift tools set with waiters corkscrew opener 5 piece,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,-27.29,233.04867634500422,1
46920651,"Clark, Brown and Jones",Powell Ltd,"(2) stacking Metal 8 Wine bottle holder Storage Rack, 8 bottles counter Display",1.0,16.99,2 stacking metal 8 wine bottle holder storage rack 8 bottles counter display,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,0.0,0.0,-5.010000000000002,29.487934078869937,1
46920651,"Clark, Brown and Jones",Powell Ltd,HOME ESSENTIALS GRADIENT STEMLESS WINE GLASSES SET OF 4 20 FL OZ (591 ml) NEW,4.0,51.96,home essentials gradient stemless wine glasses set of 4 20 fl oz 591 ml new,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,3.0,75.0,12.96,24.94226327944573,1
15001300,Mason Ltd,"Kerr, Ryan and Gomez",100Pcs Wall Stickers Home Decor Glow In The Dark Star sticker Decal Kids room,1.0,1.87,100pcs wall stickers home decor glow in the dark star sticker decal kids room,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,0.0,0.0,-37.13,1985.5614973262032,1
15001300,Mason Ltd,"Kerr, Ryan and Gomez",PUMA Boys Kids Athletic Shoes Flats Plimsouls Gray Black Denim size 12C,3.0,62.7,puma boys kids athletic shoes flats plimsouls gray black denim size 12c,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,2.0,66.66666666666666,47.300000000000004,75.43859649122807,1
15001300,Mason Ltd,"Kerr, Ryan and Gomez",Joma Youth Boys Gol 205 Piso Multitaco Soccer Cleats 2.5 White Blue Yellow NEW,5.0,109.94,joma youth boys gol 205 piso multitaco soccer cleats 25 white blue yellow new,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,70.94,64.52610514826269,1
15001300,Mason Ltd,"Kerr, Ryan and Gomez",Fila Boys Skele-Toes Bay RNR 3 Black Running Shoes 11 Medium (D) Little Kid 9953,3.0,33.83,fila boys skeletoes bay rnr 3 black running shoes 11 medium d little kid 9953,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,2.0,66.66666666666666,18.43,54.478273721548916,1
15001300,Mason Ltd,"Kerr, Ryan and Gomez",Kid Connection Kids Winter Waterproof Boots Size 5 Cozy & Warm Slipn On Booties,5.0,118.75,kid connection kids winter waterproof boots size 5 cozy  warm slipn on booties,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,79.75,67.15789473684211,1
25210895,Watson-Blanchard,Lyons Inc,LuLaRoe Nicole Dress Size Large 25,3.0,6.57,lularoe nicole dress size large 25,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,2.0,66.66666666666666,-32.43,493.607305936073,1
25210895,Watson-Blanchard,Lyons Inc,Escada Long Black Dress SZ 40\n100% Silk Lining,1.0,82.49,escada long black dress sz 40n100 silk lining,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-3.0,300.0,-27.510000000000005,33.34949690871621,1
76619276,Morgan Ltd,"Bailey, Adams and Pacheco",Vintage Metal Art Sculpture\nCarving Chef Wine Bottle Holder\nand Display Tin Chef,5.0,142.89,vintage metal art sculpturencarving chef wine bottle holdernand display tin chef,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,103.88999999999999,72.70627755616208,1
76619276,Morgan Ltd,"Bailey, Adams and Pacheco",Gold Band Wine Glasses Clear\nglass round stems 2 12 ounce\nelegant stems,4.0,8.76,gold band wine glasses clearnglass round stems 2 12 ouncenelegant stems,wine glass holder bottle carbon steel free punch,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Wine Glass Holder Bottle Carbon Steel Free Punch,1.0,15.4,wine glass holder bottle carbon steel free punch,3.0,75.0,-6.640000000000001,75.79908675799088,1
76619276,Morgan Ltd,"Bailey, Adams and Pacheco",Galvanized Metal Wine Caddy,5.0,192.23,galvanized metal wine caddy,vintage crystal red wine,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,Vintage Crystal Red Wine,1.0,39.0,vintage crystal red wine,4.0,80.0,153.23,79.71180356864173,1
49565075,Garcia Inc,Kane-Morgan,Anthropologie Gold Elegant Swan Decorative Metal Bottle Stopper Wine Saver,3.0,65.93,anthropologie gold elegant swan decorative metal bottle stopper wine saver,3 ikea stainless steel 4bottle,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,3 Ikea Stainless Steel 4-bottle,4.0,110.0,3 ikea stainless steel 4bottle,-1.0,33.33333333333333,-44.06999999999999,66.84362202335808,1
49565075,Garcia Inc,Kane-Morgan,Lolita Happy Retirement Wine Glass 15 Ounce GLS11-5534H,1.0,8.8,lolita happy retirement wine glass 15 ounce gls115534h,lolita wine bouquet hand,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,"Lolita ""Wine Bouquet"" Hand",1.0,22.0,lolita wine bouquet hand,0.0,0.0,-13.2,149.99999999999997,1
36475327,Mendoza-Scott,Faulkner Group,Dell Optiplex XE2 SFF Desktop Computer W10 Pro Licensed,3.0,326.7,dell optiplex xe2 sff desktop computer w10 pro licensed,95 stemware rack display kitchen,batch1-0494.jpg,84652373,Clark-Foster,Nguyen-Roach,95 Stemware Rack Display Kitchen,1.0,46.55,95 stemware rack display kitchen,2.0,66.66666666666666,280.15,85.75145393327212,1
