DateTime,IP_Address,Method,URI_Stem,Status,Bytes,Country
2026-01-16 06:13:18,168.167.13.12,GET,/tools/automated_risk_score,200,6342,Botswana
2026-01-16 06:36:18,41.222.30.14,GET,/portal/dashboard.html,500,7120,Zambia
2026-01-16 06:53:18,197.188.201.121,GET,/services/realtime_threat_map,500,2629,Namibia
2026-01-16 07:50:18,168.167.6.192,GET,/ai/advisory_chat_start,200,9872,Botswana
2026-01-16 08:10:18,196.216.81.61,GET,/portal/dashboard.html,200,7026,Botswana
2026-01-16 08:23:18,102.129.189.118,GET,/portal/dashboard.html,404,7885,South Africa
2026-01-16 08:47:18,168.167.221.135,GET,/tools/automated_risk_score,404,8054,Botswana
2026-01-16 08:59:18,196.216.43.239,GET,/ai/advisory_chat_start,200,5726,Botswana
2026-01-16 09:05:18,196.216.39.123,GET,/expansion/sadc_promo_june,201,5450,Botswana
2026-01-16 09:22:18,196.216.229.55,GET,/api/submit_system_maintenance,201,5884,Botswana
2026-01-16 09:24:18,102.129.81.8,GET,/api/submit_system_maintenance,201,3987,South Africa
2026-01-16 10:01:18,197.242.178.228,GET,/expansion/sadc_promo_june,201,5612,South Africa
2026-01-16 10:12:18,41.203.75.107,GET,/services/realtime_threat_map,200,2877,Lesotho
2026-01-16 10:27:18,197.242.201.241,GET,/expansion/sadc_promo_june,201,4954,South Africa
2026-01-16 11:14:18,196.216.165.131,GET,/portal/dashboard.html,404,2777,Botswana
2026-01-16 11:26:18,102.129.63.105,GET,/services/realtime_threat_map,500,6840,South Africa
2026-01-16 11:56:18,102.129.170.83,GET,/ai/advisory_chat_start,404,4017,South Africa
2026-01-16 12:19:18,105.234.214.88,GET,/portal/dashboard.html,200,8358,Malawi
2026-01-16 13:06:18,41.222.236.49,GET,/portal/dashboard.html,200,7926,Zambia
2026-01-16 13:55:18,168.167.171.230,GET,/expansion/sadc_promo_june,201,4139,Botswana
2026-01-16 14:01:18,197.94.211.211,GET,/services/realtime_threat_map,200,4507,Angola
2026-01-16 14:44:18,197.94.164.66,GET,/services/realtime_threat_map,404,2524,Angola
2026-01-16 15:11:18,197.242.6.130,GET,/expansion/sadc_promo_june,201,6414,South Africa
2026-01-16 16:07:18,197.242.9.145,GET,/expansion/sadc_promo_june,201,6880,South Africa
2026-01-16 16:36:18,196.216.235.112,GET,/api/submit_system_maintenance,201,5853,Botswana
2026-01-16 17:12:18,197.242.89.253,GET,/api/submit_system_maintenance,201,8826,South Africa
2026-01-16 17:28:18,102.129.222.25,GET,/expansion/sadc_promo_june,201,8054,South Africa
2026-01-16 18:08:18,102.129.134.201,GET,/tools/automated_risk_score,500,5881,South Africa
2026-01-16 18:11:18,196.216.62.1,GET,/tools/automated_risk_score,200,5695,Botswana
2026-01-16 18:28:18,196.216.92.72,GET,/portal/dashboard.html,200,2863,Botswana
2026-01-16 18:54:18,102.129.219.25,GET,/portal/dashboard.html,500,5220,South Africa
2026-01-16 19:03:18,102.129.70.163,GET,/services/realtime_threat_map,404,3154,South Africa
2026-01-16 19:04:18,196.216.68.107,GET,/portal/dashboard.html,404,8465,Botswana
2026-01-16 19:12:18,168.253.108.191,GET,/ai/advisory_chat_start,500,7113,Eswatini
2026-01-16 20:44:18,197.242.141.28,GET,/tools/automated_risk_score,500,3700,South Africa
2026-01-16 21:19:18,102.129.189.230,GET,/ai/advisory_chat_start,200,3682,South Africa
2026-01-16 21:21:18,105.232.200.2,GET,/ai/advisory_chat_start,200,6961,Eswatini
2026-01-16 22:21:18,102.129.181.244,GET,/portal/dashboard.html,200,4504,South Africa
2026-01-16 22:44:18,168.167.221.37,GET,/portal/dashboard.html,200,8661,Botswana
2026-01-17 00:07:18,197.242.182.91,GET,/tools/automated_risk_score,200,4809,South Africa
2026-01-17 00:41:18,197.242.150.140,GET,/ai/advisory_chat_start,200,4242,South Africa
2026-01-17 00:50:18,197.242.184.79,GET,/services/realtime_threat_map,404,7578,South Africa
2026-01-17 01:21:18,168.167.82.208,GET,/ai/advisory_chat_start,200,8919,Botswana
2026-01-17 02:11:18,168.167.47.125,GET,/tools/automated_risk_score,200,6878,Botswana
2026-01-17 02:12:18,197.242.70.100,GET,/ai/advisory_chat_start,200,7017,South Africa
2026-01-17 02:26:18,197.215.190.135,GET,/services/realtime_threat_map,500,3804,Zambia
2026-01-17 02:45:18,168.167.93.254,GET,/ai/advisory_chat_start,500,6391,Botswana
2026-01-17 02:52:18,196.216.22.13,GET,/portal/dashboard.html,200,4255,Botswana
2026-01-17 03:57:18,196.216.95.252,GET,/services/realtime_threat_map,404,4997,Botswana
2026-01-17 04:55:18,102.129.142.56,GET,/portal/dashboard.html,500,5884,South Africa
2026-01-17 06:37:18,168.167.145.134,GET,/ai/advisory_chat_start,200,2070,Botswana
2026-01-17 07:33:18,197.242.59.193,GET,/ai/advisory_chat_start,200,5289,South Africa
2026-01-17 07:54:18,102.129.245.107,GET,/ai/advisory_chat_start,500,3998,South Africa
2026-01-17 07:57:18,197.188.148.64,GET,/portal/dashboard.html,200,5605,Namibia
2026-01-17 08:35:18,41.223.112.209,GET,/portal/dashboard.html,200,3665,Angola
2026-01-17 08:42:18,41.223.216.116,GET,/portal/dashboard.html,200,8680,Angola
2026-01-17 09:12:18,102.129.165.123,GET,/portal/dashboard.html,200,8300,South Africa
2026-01-17 09:19:18,168.167.57.116,GET,/services/realtime_threat_map,500,5463,Botswana
2026-01-17 09:23:18,197.242.224.32,GET,/expansion/sadc_promo_june,201,8147,South Africa
2026-01-17 10:55:18,168.167.245.144,GET,/api/submit_system_maintenance,201,2607,Botswana
2026-01-17 10:57:18,196.216.111.114,GET,/api/submit_system_maintenance,201,7389,Botswana
2026-01-17 11:15:18,197.218.60.29,GET,/ai/advisory_chat_start,200,3985,Mozambique
2026-01-17 11:15:18,196.44.124.117,GET,/ai/advisory_chat_start,500,5264,Namibia
2026-01-17 11:47:18,168.167.81.254,GET,/expansion/sadc_promo_june,201,8527,Botswana
2026-01-17 12:52:18,197.242.235.188,GET,/ai/advisory_chat_start,200,5052,South Africa
2026-01-17 14:55:18,197.242.229.96,GET,/api/submit_system_maintenance,201,4542,South Africa
2026-01-17 15:16:18,197.242.239.150,GET,/expansion/sadc_promo_june,201,2831,South Africa
2026-01-17 15:20:18,102.129.221.128,GET,/api/submit_system_maintenance,201,7528,South Africa
2026-01-17 15:21:18,168.167.5.48,GET,/expansion/sadc_promo_june,201,6884,Botswana
2026-01-17 15:27:18,196.216.110.142,GET,/expansion/sadc_promo_june,201,2980,Botswana
2026-01-17 15:34:18,105.232.108.62,GET,/portal/dashboard.html,200,7981,Eswatini
2026-01-17 15:41:18,196.202.75.130,GET,/tools/automated_risk_score,200,7452,Lesotho
2026-01-17 15:46:18,196.216.53.132,GET,/ai/advisory_chat_start,200,6728,Botswana
2026-01-17 16:06:18,196.216.80.38,GET,/expansion/sadc_promo_june,201,7628,Botswana
2026-01-17 16:25:18,197.242.62.249,GET,/expansion/sadc_promo_june,201,4182,South Africa
2026-01-17 16:28:18,197.188.14.80,GET,/portal/dashboard.html,200,4794,Namibia
2026-01-17 16:36:18,41.223.3.134,GET,/ai/advisory_chat_start,404,8931,Angola
2026-01-17 16:46:18,197.242.102.123,GET,/portal/dashboard.html,200,6296,South Africa
2026-01-17 17:53:18,102.129.137.140,GET,/ai/advisory_chat_start,200,5468,South Africa
2026-01-17 18:06:18,154.250.162.203,GET,/portal/dashboard.html,200,9993,Zimbabwe
2026-01-17 19:44:18,168.167.8.109,GET,/ai/advisory_chat_start,200,5827,Botswana
2026-01-17 21:09:18,168.167.244.213,GET,/tools/automated_risk_score,404,8515,Botswana
2026-01-17 21:55:18,197.242.187.76,GET,/portal/dashboard.html,500,9230,South Africa
2026-01-17 22:01:18,102.129.241.29,GET,/services/realtime_threat_map,404,9318,South Africa
2026-01-17 22:11:18,196.216.92.200,GET,/services/realtime_threat_map,500,7294,Botswana
2026-01-17 22:20:18,168.167.252.120,GET,/portal/dashboard.html,200,3349,Botswana
2026-01-17 23:10:18,102.129.8.62,GET,/services/realtime_threat_map,500,9832,South Africa
2026-01-18 00:20:18,102.129.77.232,GET,/services/realtime_threat_map,200,8575,South Africa
2026-01-18 01:08:18,168.167.144.149,GET,/tools/automated_risk_score,500,9749,Botswana
2026-01-18 01:12:18,197.94.3.163,GET,/portal/dashboard.html,404,5282,Angola
2026-01-18 01:29:18,197.242.148.206,GET,/ai/advisory_chat_start,200,8136,South Africa
2026-01-18 01:37:18,168.167.244.42,GET,/portal/dashboard.html,404,8047,Botswana
2026-01-18 01:42:18,168.167.104.72,GET,/portal/dashboard.html,200,3813,Botswana
2026-01-18 01:43:18,197.242.51.14,GET,/portal/dashboard.html,500,3155,South Africa
2026-01-18 02:28:18,197.242.152.149,GET,/services/realtime_threat_map,200,5364,South Africa
2026-01-18 02:29:18,154.250.207.222,GET,/services/realtime_threat_map,200,7911,Zimbabwe
2026-01-18 03:53:18,197.242.117.11,GET,/ai/advisory_chat_start,500,4490,South Africa
2026-01-18 03:56:18,197.218.151.233,GET,/services/realtime_threat_map,200,9196,Mozambique
2026-01-18 04:27:18,196.44.26.120,GET,/portal/dashboard.html,200,9409,Namibia
2026-01-18 04:30:18,102.129.23.98,GET,/portal/dashboard.html,200,8554,South Africa
2026-01-18 05:43:18,196.216.211.194,GET,/portal/dashboard.html,200,7486,Botswana
2026-01-18 06:14:18,197.188.253.110,GET,/services/realtime_threat_map,500,5704,Namibia
2026-01-18 06:18:18,196.216.236.137,GET,/ai/advisory_chat_start,200,8326,Botswana
2026-01-18 06:39:18,196.216.157.215,GET,/ai/advisory_chat_start,500,5004,Botswana
2026-01-18 07:04:18,197.242.29.94,GET,/services/realtime_threat_map,200,7579,South Africa
2026-01-18 07:23:18,102.129.201.77,GET,/ai/advisory_chat_start,200,2424,South Africa
2026-01-18 08:11:18,41.220.249.57,GET,/ai/advisory_chat_start,404,9920,Zimbabwe
2026-01-18 08:28:18,197.242.64.124,GET,/services/realtime_threat_map,200,3528,South Africa
2026-01-18 09:25:18,196.216.87.119,GET,/ai/advisory_chat_start,200,6143,Botswana
2026-01-18 11:03:18,197.242.177.131,GET,/api/submit_system_maintenance,201,2898,South Africa
2026-01-18 11:27:18,102.129.5.13,GET,/expansion/sadc_promo_june,201,2397,South Africa
2026-01-18 12:44:18,168.167.236.108,GET,/ai/advisory_chat_start,200,2047,Botswana
2026-01-18 13:02:18,102.129.105.115,GET,/portal/dashboard.html,500,4265,South Africa
2026-01-18 13:02:18,197.242.33.114,GET,/portal/dashboard.html,200,6011,South Africa
2026-01-18 13:46:18,168.167.147.11,GET,/portal/dashboard.html,404,3835,Botswana
2026-01-18 14:03:18,196.216.143.221,GET,/api/submit_system_maintenance,201,4837,Botswana
2026-01-18 15:10:18,168.167.114.20,GET,/expansion/sadc_promo_june,201,9895,Botswana
2026-01-18 15:33:18,102.129.46.92,GET,/portal/dashboard.html,404,2105,South Africa
2026-01-18 17:31:18,41.222.38.12,GET,/portal/dashboard.html,500,9418,Zambia
2026-01-18 17:49:18,102.129.187.193,GET,/portal/dashboard.html,404,3931,South Africa
2026-01-18 18:45:18,197.94.152.72,GET,/ai/advisory_chat_start,500,8860,Angola
2026-01-18 20:15:18,196.216.67.106,GET,/portal/dashboard.html,500,7269,Botswana
2026-01-18 21:04:18,197.242.44.101,GET,/ai/advisory_chat_start,200,6415,South Africa
2026-01-18 21:04:18,197.242.199.252,GET,/portal/dashboard.html,200,7945,South Africa
2026-01-18 21:08:18,168.167.116.129,GET,/ai/advisory_chat_start,500,9586,Botswana
2026-01-18 22:11:18,154.250.122.189,GET,/services/realtime_threat_map,200,7667,Zimbabwe
2026-01-18 23:02:18,197.242.233.153,GET,/ai/advisory_chat_start,200,7532,South Africa
2026-01-18 23:54:18,168.167.133.80,GET,/tools/automated_risk_score,500,3916,Botswana
2026-01-19 01:24:18,197.242.154.78,GET,/ai/advisory_chat_start,200,6585,South Africa
2026-01-19 01:40:18,168.167.43.212,GET,/services/realtime_threat_map,500,7703,Botswana
2026-01-19 01:49:18,168.167.44.19,GET,/services/realtime_threat_map,200,4899,Botswana
2026-01-19 02:26:18,196.216.254.88,GET,/services/realtime_threat_map,404,5097,Botswana
2026-01-19 02:29:18,168.167.22.66,GET,/portal/dashboard.html,500,9068,Botswana
2026-01-19 04:02:18,168.167.129.240,GET,/services/realtime_threat_map,500,8585,Botswana
2026-01-19 04:54:18,197.215.252.33,GET,/portal/dashboard.html,200,4106,Zambia
2026-01-19 04:58:18,168.167.192.23,GET,/services/realtime_threat_map,200,6773,Botswana
2026-01-19 05:53:18,197.242.167.219,GET,/ai/advisory_chat_start,500,5193,South Africa
2026-01-19 06:05:18,197.242.33.73,GET,/portal/dashboard.html,200,5686,South Africa
2026-01-19 06:33:18,197.94.189.165,GET,/portal/dashboard.html,200,2079,Angola
2026-01-19 06:45:18,197.242.132.12,GET,/portal/dashboard.html,404,3496,South Africa
2026-01-19 07:22:18,196.216.173.107,GET,/portal/dashboard.html,200,2766,Botswana
2026-01-19 08:29:18,41.222.207.104,GET,/portal/dashboard.html,404,6574,Zambia
2026-01-19 08:36:18,197.215.222.138,GET,/ai/advisory_chat_start,200,7013,Zambia
2026-01-19 09:38:18,41.222.61.194,GET,/services/realtime_threat_map,200,2884,Zambia
2026-01-19 09:41:18,102.129.29.137,GET,/expansion/sadc_promo_june,201,2506,South Africa
2026-01-19 10:06:18,102.129.221.88,GET,/ai/advisory_chat_start,200,5314,South Africa
2026-01-19 10:11:18,197.215.251.101,GET,/portal/dashboard.html,200,5452,Zambia
2026-01-19 10:16:18,102.129.165.39,GET,/api/submit_system_maintenance,201,3663,South Africa
2026-01-19 10:48:18,196.44.66.64,GET,/ai/advisory_chat_start,200,9203,Namibia
2026-01-19 11:07:18,41.190.157.233,GET,/portal/dashboard.html,200,2984,Malawi
2026-01-19 13:16:18,197.188.252.41,GET,/portal/dashboard.html,200,4823,Namibia
2026-01-19 14:33:18,197.215.163.50,GET,/portal/dashboard.html,200,9669,Zambia
2026-01-19 14:58:18,197.218.61.136,GET,/ai/advisory_chat_start,500,7249,Mozambique
2026-01-19 15:11:18,41.222.222.143,GET,/services/realtime_threat_map,200,5572,Zambia
2026-01-19 15:34:18,196.44.146.44,GET,/services/realtime_threat_map,200,2846,Namibia
2026-01-19 16:25:18,197.242.7.149,GET,/expansion/sadc_promo_june,201,6590,South Africa
2026-01-19 16:26:18,197.242.62.14,GET,/expansion/sadc_promo_june,201,5295,South Africa
2026-01-19 16:50:18,168.167.54.144,GET,/portal/dashboard.html,404,3030,Botswana
2026-01-19 17:29:18,41.222.110.220,GET,/portal/dashboard.html,200,6545,Zambia
2026-01-19 18:33:18,197.242.124.4,GET,/portal/dashboard.html,200,8397,South Africa
2026-01-19 18:46:18,102.129.20.165,GET,/ai/advisory_chat_start,500,5321,South Africa
2026-01-19 19:08:18,196.216.100.153,GET,/portal/dashboard.html,500,5184,Botswana
2026-01-19 19:17:18,197.242.129.158,GET,/portal/dashboard.html,200,8972,South Africa
2026-01-19 19:36:18,196.216.229.102,GET,/ai/advisory_chat_start,200,6800,Botswana
2026-01-19 20:18:18,154.250.154.28,GET,/portal/dashboard.html,200,6275,Zimbabwe
2026-01-19 20:36:18,105.232.225.26,GET,/portal/dashboard.html,200,3314,Eswatini
2026-01-19 20:37:18,197.242.103.16,GET,/ai/advisory_chat_start,500,7883,South Africa
2026-01-19 20:48:18,168.253.108.74,GET,/portal/dashboard.html,404,4806,Eswatini
2026-01-19 21:07:18,105.232.12.82,GET,/portal/dashboard.html,404,5191,Eswatini
2026-01-19 21:32:18,196.216.175.87,GET,/ai/advisory_chat_start,200,5307,Botswana
2026-01-19 22:04:18,41.222.25.63,GET,/portal/dashboard.html,500,5493,Zambia
2026-01-19 22:30:18,41.221.162.201,GET,/services/realtime_threat_map,500,6101,Mozambique
2026-01-19 22:30:18,197.188.91.139,GET,/portal/dashboard.html,200,3834,Namibia
2026-01-19 23:11:18,197.242.189.36,GET,/ai/advisory_chat_start,500,9808,South Africa
2026-01-19 23:17:18,102.129.71.75,GET,/ai/advisory_chat_start,500,3582,South Africa
2026-01-19 23:22:18,197.242.181.208,GET,/portal/dashboard.html,500,6029,South Africa
2026-01-20 00:06:18,102.129.227.178,GET,/portal/dashboard.html,404,8003,South Africa
2026-01-20 00:28:18,196.216.252.49,GET,/services/realtime_threat_map,200,5277,Botswana
2026-01-20 00:32:18,196.216.63.5,GET,/services/realtime_threat_map,200,4593,Botswana
2026-01-20 00:32:18,196.216.12.239,GET,/services/realtime_threat_map,200,3222,Botswana
2026-01-20 01:41:18,197.242.221.87,GET,/ai/advisory_chat_start,200,8345,South Africa
2026-01-20 02:19:18,102.129.23.26,GET,/ai/advisory_chat_start,200,8600,South Africa
2026-01-20 02:49:18,102.129.163.175,GET,/portal/dashboard.html,200,5796,South Africa
2026-01-20 04:01:18,197.242.238.123,GET,/portal/dashboard.html,200,8793,South Africa
2026-01-20 04:23:18,196.216.125.41,GET,/ai/advisory_chat_start,404,9434,Botswana
2026-01-20 04:33:18,168.167.198.221,GET,/services/realtime_threat_map,404,9344,Botswana
2026-01-20 05:26:18,196.216.153.11,GET,/services/realtime_threat_map,200,8883,Botswana
2026-01-20 07:07:18,102.129.12.67,GET,/portal/dashboard.html,200,3453,South Africa
2026-01-20 07:12:18,168.167.11.38,GET,/ai/advisory_chat_start,200,7015,Botswana
2026-01-20 07:25:18,168.167.93.106,GET,/portal/dashboard.html,200,8434,Botswana
2026-01-20 07:53:18,196.44.200.83,GET,/ai/advisory_chat_start,200,6998,Namibia
2026-01-20 07:54:18,102.129.217.67,GET,/ai/advisory_chat_start,200,8495,South Africa
2026-01-20 08:36:18,196.216.211.51,GET,/tools/automated_risk_score,500,8226,Botswana
2026-01-20 08:57:18,197.242.95.113,GET,/portal/dashboard.html,500,2455,South Africa
2026-01-20 09:52:18,197.242.191.217,GET,/expansion/sadc_promo_june,201,7025,South Africa
2026-01-20 11:38:18,197.242.173.129,GET,/ai/advisory_chat_start,500,5032,South Africa
2026-01-20 11:43:18,168.167.173.224,GET,/expansion/sadc_promo_june,201,6379,Botswana
2026-01-20 13:18:18,197.218.29.66,GET,/ai/advisory_chat_start,200,4425,Mozambique
2026-01-20 14:13:18,154.250.54.188,GET,/ai/advisory_chat_start,500,6543,Zimbabwe
2026-01-20 14:28:18,102.129.177.190,GET,/expansion/sadc_promo_june,201,2429,South Africa
2026-01-20 14:46:18,196.216.205.148,GET,/expansion/sadc_promo_june,201,2138,Botswana
2026-01-20 15:18:18,102.129.12.119,GET,/expansion/sadc_promo_june,201,8595,South Africa
2026-01-20 15:48:18,196.216.134.12,GET,/expansion/sadc_promo_june,201,3254,Botswana
2026-01-20 16:30:18,154.250.47.174,GET,/portal/dashboard.html,200,9635,Zimbabwe
2026-01-20 19:03:18,168.167.118.223,GET,/tools/automated_risk_score,200,7230,Botswana
2026-01-20 19:07:18,196.44.213.19,GET,/services/realtime_threat_map,500,6372,Namibia
2026-01-20 20:26:18,41.223.92.244,GET,/portal/dashboard.html,404,7589,Angola
2026-01-20 21:21:18,196.216.207.83,GET,/ai/advisory_chat_start,500,7120,Botswana
2026-01-20 22:00:18,168.167.80.238,GET,/tools/automated_risk_score,200,7351,Botswana
2026-01-20 22:33:18,41.222.116.251,GET,/ai/advisory_chat_start,404,9366,Zambia
2026-01-20 22:50:18,168.167.190.235,GET,/services/realtime_threat_map,200,3396,Botswana
2026-01-20 23:19:18,41.220.190.139,GET,/services/realtime_threat_map,200,3526,Zimbabwe
2026-01-20 23:20:18,102.129.79.137,GET,/services/realtime_threat_map,200,8994,South Africa
2026-01-21 00:06:18,196.216.26.152,GET,/ai/advisory_chat_start,200,5528,Botswana
2026-01-21 00:06:18,102.129.164.42,GET,/tools/automated_risk_score,200,9547,South Africa
2026-01-21 01:14:18,102.129.132.124,GET,/services/realtime_threat_map,200,2374,South Africa
2026-01-21 02:00:18,105.234.77.56,GET,/ai/advisory_chat_start,200,4460,Malawi
2026-01-21 02:45:18,168.167.55.244,GET,/portal/dashboard.html,404,6355,Botswana
2026-01-21 03:53:18,196.216.94.77,GET,/tools/automated_risk_score,200,5089,Botswana
2026-01-21 04:10:18,196.216.112.5,GET,/services/realtime_threat_map,404,4687,Botswana
2026-01-21 05:52:18,196.44.254.246,GET,/portal/dashboard.html,200,5744,Namibia
2026-01-21 06:14:18,196.216.206.189,GET,/portal/dashboard.html,200,3501,Botswana
2026-01-21 06:54:18,197.242.36.183,GET,/portal/dashboard.html,200,3575,South Africa
2026-01-21 06:54:18,102.129.80.228,GET,/tools/automated_risk_score,404,4387,South Africa
2026-01-21 07:27:18,102.129.53.20,GET,/ai/advisory_chat_start,500,3320,South Africa
2026-01-21 09:36:18,197.242.74.53,GET,/api/submit_system_maintenance,201,4508,South Africa
2026-01-21 10:51:18,168.167.159.164,GET,/api/submit_system_maintenance,201,7705,Botswana
2026-01-21 11:09:18,102.129.150.46,GET,/api/submit_system_maintenance,201,7652,South Africa
2026-01-21 11:40:18,197.242.159.237,GET,/expansion/sadc_promo_june,201,9595,South Africa
2026-01-21 13:27:18,196.216.94.82,GET,/portal/dashboard.html,200,8718,Botswana
2026-01-21 14:10:18,196.216.71.208,GET,/api/submit_system_maintenance,201,2738,Botswana
2026-01-21 14:16:18,196.202.125.32,GET,/tools/automated_risk_score,500,8196,Lesotho
2026-01-21 15:18:18,196.216.119.133,GET,/services/realtime_threat_map,200,8074,Botswana
2026-01-21 15:50:18,196.216.249.251,GET,/tools/automated_risk_score,404,5231,Botswana
2026-01-21 15:53:18,168.167.75.59,GET,/api/submit_system_maintenance,201,2641,Botswana
2026-01-21 16:14:18,168.253.231.206,GET,/portal/dashboard.html,500,8635,Eswatini
2026-01-21 17:36:18,197.242.86.89,GET,/expansion/sadc_promo_june,201,3582,South Africa
2026-01-21 18:16:18,196.216.111.230,GET,/ai/advisory_chat_start,500,2259,Botswana
2026-01-21 18:37:18,196.216.210.201,GET,/services/realtime_threat_map,200,9129,Botswana
2026-01-21 18:50:18,197.215.156.163,GET,/portal/dashboard.html,404,4174,Zambia
2026-01-21 19:26:18,196.216.220.80,GET,/portal/dashboard.html,200,7249,Botswana
2026-01-21 19:31:18,168.167.75.125,GET,/ai/advisory_chat_start,200,4437,Botswana
2026-01-21 19:50:18,168.167.103.72,GET,/services/realtime_threat_map,200,8560,Botswana
2026-01-21 19:53:18,102.129.129.216,GET,/portal/dashboard.html,200,9701,South Africa
2026-01-21 20:07:18,197.242.61.65,GET,/portal/dashboard.html,200,5974,South Africa
2026-01-21 22:02:18,154.250.48.121,GET,/ai/advisory_chat_start,200,8474,Zimbabwe
2026-01-21 22:47:18,196.216.34.75,GET,/ai/advisory_chat_start,200,4275,Botswana
2026-01-21 22:57:18,196.216.55.210,GET,/services/realtime_threat_map,404,2581,Botswana
2026-01-21 23:40:18,102.129.9.236,GET,/portal/dashboard.html,200,4423,South Africa
2026-01-22 00:07:18,168.253.63.182,GET,/portal/dashboard.html,200,5362,Eswatini
2026-01-22 02:25:18,197.242.42.235,GET,/portal/dashboard.html,500,4212,South Africa
2026-01-22 02:28:18,168.167.151.187,GET,/services/realtime_threat_map,200,9556,Botswana
2026-01-22 03:19:18,196.216.106.228,GET,/portal/dashboard.html,200,2145,Botswana
2026-01-22 04:01:18,196.44.117.120,GET,/services/realtime_threat_map,404,3921,Namibia
2026-01-22 04:10:18,196.216.215.149,GET,/tools/automated_risk_score,200,2221,Botswana
2026-01-22 04:16:18,196.202.154.43,GET,/portal/dashboard.html,404,5104,Lesotho
2026-01-22 05:43:18,196.44.236.159,GET,/services/realtime_threat_map,200,2966,Namibia
2026-01-22 05:50:18,196.216.92.106,GET,/ai/advisory_chat_start,500,6244,Botswana
2026-01-22 06:46:18,102.129.85.216,GET,/portal/dashboard.html,500,3985,South Africa
2026-01-22 08:38:18,102.129.187.192,GET,/portal/dashboard.html,200,3155,South Africa
2026-01-22 08:40:18,168.167.2.5,GET,/portal/dashboard.html,500,2769,Botswana
2026-01-22 09:52:18,102.129.197.134,GET,/expansion/sadc_promo_june,201,9699,South Africa
2026-01-22 10:03:18,197.215.118.28,GET,/portal/dashboard.html,404,5773,Zambia
2026-01-22 11:30:18,102.129.143.191,GET,/expansion/sadc_promo_june,201,5506,South Africa
2026-01-22 11:39:18,41.220.1.102,GET,/ai/advisory_chat_start,200,3335,Zimbabwe
2026-01-22 12:29:18,197.242.80.228,GET,/expansion/sadc_promo_june,201,2332,South Africa
2026-01-22 12:58:18,197.242.202.245,GET,/expansion/sadc_promo_june,201,8202,South Africa
2026-01-22 13:24:18,168.167.68.70,GET,/expansion/sadc_promo_june,201,6967,Botswana
2026-01-22 13:31:18,197.242.233.30,GET,/portal/dashboard.html,200,3689,South Africa
2026-01-22 13:46:18,102.129.184.215,GET,/expansion/sadc_promo_june,201,3827,South Africa
2026-01-22 14:15:18,105.234.11.3,GET,/ai/advisory_chat_start,200,2064,Malawi
2026-01-22 14:22:18,168.167.142.232,GET,/expansion/sadc_promo_june,201,5594,Botswana
2026-01-22 14:39:18,168.167.200.46,GET,/expansion/sadc_promo_june,201,9959,Botswana
2026-01-22 14:54:18,196.44.9.191,GET,/services/realtime_threat_map,404,4942,Namibia
2026-01-22 15:06:18,154.250.146.9,GET,/services/realtime_threat_map,404,4154,Zimbabwe
2026-01-22 15:12:18,168.253.18.215,GET,/ai/advisory_chat_start,200,9546,Eswatini
2026-01-22 15:27:18,197.242.41.177,GET,/api/submit_system_maintenance,201,3137,South Africa
2026-01-22 15:31:18,41.223.141.82,GET,/portal/dashboard.html,200,6333,Angola
